ID,XCOORD,YCOORD
2467,7.637324,46.014056
2468,-1.022584,69.028423
2469,-2.459633,42.493264
2470,-5.588080,60.361431
2471,13.677322,31.616698
2472,16.808724,63.207838
2473,28.196168,46.086301
2474,8.480367,45.437945
2475,10.898871,53.440435
2476,-1.139211,64.744337
2477,-14.789597,53.634243
2478,-6.219902,33.770121
2479,16.189111,60.728214
2480,19.456281,34.104900
2481,18.109952,37.111309
2482,-3.479190,33.585508
2483,-3.790385,52.881179
2484,-15.476221,45.677920
2485,-2.992098,44.161422
2486,-14.241084,46.324095
2487,11.583094,57.146978
2488,22.629595,53.098154
2489,3.457429,40.760172
2490,-3.086758,46.457825
2491,29.305615,42.731543
2492,18.905220,65.183817
2493,-11.325118,47.425741
2494,-14.741696,49.512665
2495,5.891847,58.566369
2496,24.480407,59.537339
2497,21.686317,66.577516
2498,18.079050,53.026923
2499,-8.168224,56.740632
2500,-10.362652,32.188451
2501,21.805344,43.949547
2502,3.990710,50.545569
2503,-1.900753,38.889881
2504,25.313410,34.192971
2505,17.989626,61.400966
2506,-0.140992,59.471380
2507,-14.695630,32.278023
2508,-15.541775,31.899730
2509,-2.018305,68.863257
2510,-3.068580,38.275021
2511,6.631219,49.540023
2512,26.233327,53.682955
2513,30.977705,46.158188
2514,-2.708466,49.477673
2515,-6.874910,41.968713
2516,21.148004,59.720624
2517,-10.916238,36.756062
2518,20.244636,54.183801
2519,16.638387,37.977163
2520,-9.985941,31.073984
2521,-5.521905,36.736412
2522,5.240640,66.506628
2523,30.908148,32.577205
2524,2.934715,44.577951
2525,11.055925,55.383453
2526,-13.254524,51.974671
2527,-7.578177,59.029138
2528,15.406952,66.494726
2529,-0.424830,35.715065
2530,-9.106297,62.949322
2531,-8.571827,43.838629
2532,-11.827573,31.863170
2533,24.902598,66.756809
2534,-0.288788,62.143178
2535,-11.885194,34.264374
2536,35.055971,33.448438
2537,31.448414,42.541370
2538,14.108845,49.095754
2539,-4.285972,38.781748
2540,18.005506,51.441046
2541,13.289511,44.711206
2542,-7.322130,34.172660
2543,-3.940844,44.940449
2544,42.766159,46.337492
2545,15.046322,31.913674
2546,35.772849,40.654029
2547,9.120433,63.489287
2548,38.703309,44.258617
2549,-10.412553,41.345036
2550,15.692104,42.245807
2551,30.272648,30.994960
2552,13.142921,59.369217
2553,11.737781,53.525711
2554,7.046855,43.383427
2555,-8.889363,65.698079
2556,-10.822717,32.906973
2557,-14.632846,34.635445
2558,-0.632948,42.014278
2559,-11.131500,62.898759
2560,14.769311,40.479794
2561,-12.147963,58.217554
2562,-4.180894,56.869460
2563,-16.002298,32.959929
2564,34.114775,43.871157
2565,-10.120337,35.711628
2566,18.585468,33.550778
2567,29.023357,45.298627
2568,14.491608,66.610101
2569,3.814469,37.925707
2570,28.318569,41.415043
2571,5.806260,37.383129
2572,16.872485,62.186120
2573,-15.450724,35.637354
2574,3.839874,38.761637
2575,-0.613769,60.186200
2576,-2.422283,37.859189
2577,39.525919,35.553823
2578,7.179403,55.055439
2579,8.260220,38.811880
2580,14.548912,60.589882
2581,11.904351,33.794514
2582,-15.050154,50.942372
2583,-8.059329,54.379726
2584,16.701325,35.957551
2585,30.812254,60.291604
2586,-13.035694,45.771541
2587,25.152494,59.590383
2588,2.890534,68.615256
2589,9.566096,63.129532
2590,15.209049,59.349443
2591,-11.944887,65.289651
2592,-8.472180,32.937674
2593,-16.113127,38.861151
2594,30.987306,43.892916
2595,-7.557227,37.940542
2596,-5.574644,44.555789
2597,26.723771,30.255717
2598,-10.246459,30.187238
2599,-14.327158,41.485061
2600,20.805788,45.248759
2601,-6.225861,67.499085
2602,-7.899762,64.514134
2603,14.743173,59.650733
2604,-8.461102,35.359354
2605,19.355415,44.838750
2606,3.359098,42.649895
2607,-9.012272,37.241732
2608,26.025337,37.887724
2609,35.534906,46.156298
2610,24.124088,60.990302
2611,16.532786,47.924262
2612,-13.035646,44.843230
2613,-14.348006,50.686230
2614,21.277136,62.652857
2615,6.082320,50.005417
2616,2.401360,69.325151
2617,-9.577082,64.849237
2618,-17.077817,46.891071
2619,35.365475,44.745042
2620,0.830880,64.530324
2621,-11.087372,46.408620
2622,16.385961,44.980758
2623,41.829992,46.769338
2624,11.248908,33.943018
2625,6.363485,46.592595
2626,24.070947,44.658401
2627,33.054842,37.595739
2628,-2.259815,60.570762
2629,-3.738567,54.931752
2630,20.722429,63.080492
2631,24.079879,48.082580
2632,12.539137,54.895330
2633,-9.971699,57.359179
2634,4.721435,63.618540
2635,28.695641,38.202279
2636,0.278554,52.783346
2637,1.319186,41.408175
2638,-4.052477,46.356577
2639,-15.937953,35.978274
2640,-11.861222,30.210476
2641,-14.088661,53.273187
2642,11.673856,59.783942
2643,15.990612,40.168687
2644,23.525361,31.665306
2645,-10.360857,33.796134
2646,-3.580131,38.962181
2647,-5.700731,37.761855
2648,-13.457022,32.934449
2649,14.963241,57.450774
2650,-12.248240,66.837140
2651,16.412375,33.688571
2652,17.746667,54.915246
2653,38.798212,44.846037
2654,16.250122,58.004390
2655,12.111215,50.669327
2656,-0.088818,61.043799
2657,19.381709,35.331340
2658,42.554094,43.045571
2659,9.047301,69.034002
2660,17.910365,59.801767
2661,0.296291,35.198285
2662,-4.724309,53.902365
2663,-8.313549,33.845206
2664,38.825513,46.189310
2665,-0.285234,37.213481
2666,11.335016,51.468312
2667,-15.918554,41.741209
2668,-2.486787,37.418545
2669,-1.590200,56.783299
2670,-0.690716,48.403740
2671,3.221657,36.231376
2672,-12.813329,36.776540
2673,10.343802,55.137141
2674,1.491206,67.480173
2675,-2.603735,68.361105
2676,-2.500898,42.930177
2677,9.023591,57.911071
2678,38.677603,42.162616
2679,13.683546,62.269325
2680,15.539842,51.649980
2681,15.854276,38.416510
2682,-17.841281,43.126451
2683,9.428517,61.398948
2684,-2.464647,50.310156
2685,13.164774,36.841373
2686,-15.544986,41.548156
2687,16.508175,61.303911
2688,0.430731,49.182341
2689,-11.536118,32.923859
2690,-6.188784,49.397145
2691,-9.926739,60.216777
2692,17.592904,34.988237
2693,16.372534,49.461925
2694,23.245212,66.794026
2695,24.186073,35.524026
2696,2.598592,65.548214
2697,-11.866746,35.234196
2698,0.966960,44.478934
2699,2.517460,57.316311
2700,-15.187989,29.401443
2701,-12.693786,40.731567
2702,-7.935982,63.676837
2703,-6.815361,51.614532
2704,-14.217947,51.792711
2705,8.536906,53.594971
2706,36.584012,43.034668
2707,-14.699021,53.928438
2708,14.851393,41.035638
2709,13.517577,45.227446
2710,-2.090464,57.886204
2711,24.184137,59.212602
2712,16.390848,40.036407
2713,38.712754,37.571871
2714,8.630655,61.049361
2715,-9.335697,46.600617
2716,20.575772,36.881944
2717,39.412003,44.910040
2718,7.046284,50.219208
2719,29.374425,59.349460
2720,-6.435801,40.067763
2721,23.574299,35.773802
2722,-1.061781,40.547807
2723,21.130450,34.257980
2724,-4.744159,55.765498
2725,-1.675030,44.089527
2726,-0.761916,50.770378
2727,22.166429,52.246263
2728,-5.494090,66.843990
2729,22.526428,42.511945
2730,-4.699721,63.695652
2731,23.555637,45.693208
2732,24.691767,55.532783
2733,17.424043,67.862447
2734,31.106220,61.566307
2735,24.394436,53.210775
2736,5.835731,47.363911
2737,28.362139,45.371245
2738,18.681294,55.964004
2739,8.250272,63.178289
2740,-1.752018,65.793004
2741,21.912185,52.099426
2742,-10.751033,61.462829
2743,2.678642,45.598987
2744,-3.355385,43.135214
2745,36.818361,33.695754
2746,-15.479439,54.060907
2747,-7.835668,62.070391
2748,2.584354,51.723793
2749,21.021741,37.317540
2750,27.631821,33.721369
2751,2.779473,68.205455
2752,12.308730,64.888246
2753,22.275159,60.494650
2754,36.846799,33.253935
2755,4.168072,40.262850
2756,15.913772,33.279145
2757,25.422857,36.509335
2758,-5.930348,60.066849
2759,11.898698,48.614755
2760,-9.894538,57.374344
2761,-4.818257,33.427037
2762,-0.732333,39.795945
2763,23.291943,51.220561
2764,-11.160837,54.419160
2765,-10.578226,60.630311
2766,17.270777,57.675443
2767,21.849980,62.796451
2768,29.189215,62.182926
2769,14.648320,56.516927
2770,37.669853,37.817795
2771,1.103714,68.264209
2772,14.808095,68.891993
2773,16.207942,56.665285
2774,-13.970242,49.528131
2775,-8.495885,62.054321
2776,11.286167,69.997557
2777,3.142043,58.873368
2778,6.209823,57.949216
2779,12.921244,36.676987
2780,31.682489,40.017075
2781,-6.331387,55.999592
2782,34.786449,33.781185
2783,11.412730,55.988195
2784,-14.630442,46.187025
2785,12.970296,35.291778
2786,-4.920107,50.341296
2787,-17.565927,40.612186
2788,-2.025866,61.264393
2789,-18.009843,40.474070
2790,25.498394,45.232873
2791,-6.868987,44.972049
2792,-11.937219,33.440646
2793,3.500793,40.692300
2794,-0.824439,45.667557
2795,30.313662,47.043105
2796,27.531949,39.471029
2797,23.281832,32.537030
2798,-10.616857,43.017436
2799,24.437515,68.396693
2800,36.777847,46.043740
2801,-5.891901,51.954752
2802,36.951741,30.008914
2803,8.720128,68.721669
2804,10.476900,44.242477
2805,32.387930,38.371608
2806,14.096608,61.664790
2807,-11.848169,48.535077
2808,-10.482703,52.196932
2809,-17.191269,41.651051
2810,8.072106,69.407171
2811,11.569063,36.457648
2812,17.104034,53.883926
2813,30.255457,41.807232
2814,-7.628470,42.461119
2815,-11.702916,50.061387
2816,36.505979,38.839679
2817,15.648637,48.894446
2818,11.903785,62.299351
2819,23.700894,33.603843
2820,21.360378,45.650047
2821,5.761185,59.223392
2822,6.952641,68.584206
2823,-9.682299,50.473733
2824,26.074036,41.981170
2825,10.003227,56.314880
2826,-13.987416,58.842320
2827,22.665897,61.236981
2828,26.133682,34.560865
2829,22.668916,38.949102
2830,22.138246,68.283433
2831,31.605037,31.223276
2832,34.485875,40.014451
2833,24.307307,31.473198
2834,5.048733,63.480751
2835,23.570575,45.047590
2836,25.826118,47.648274
2837,-8.807888,33.692421
2838,6.236588,55.803802
2839,22.759467,30.098642
2840,22.333279,58.508349
2841,14.088399,46.014676
2842,33.226707,45.829623
2843,10.558345,46.822169
2844,-1.374706,38.607293
2845,22.788512,55.010111
2846,32.806850,44.965660
2847,-7.104059,63.471575
2848,16.036844,38.724617
2849,24.674773,31.130811
2850,7.526898,67.786302
2851,5.471559,38.613372
2852,-9.945743,41.794392
2853,10.659934,48.442055
2854,11.518299,50.135249
2855,31.445141,38.012609
2856,10.957377,42.870124
2857,14.148241,40.290992
2858,7.851550,56.253682
2859,10.489126,52.905177
2860,-6.335738,41.270341
2861,-0.129535,39.567177
2862,39.180923,33.686645
2863,-10.689581,46.510570
2864,-16.941442,32.714248
2865,24.079186,67.758513
2866,-2.501212,54.472945
2867,2.212443,69.096516
2868,23.782908,50.881659
2869,16.431529,61.705167
2870,16.086628,60.018623
2871,-14.921431,32.928534
2872,20.201459,47.734025
2873,-2.857561,68.550669
2874,5.014435,36.782711
2875,4.694531,62.548086
2876,11.427608,41.461921
2877,13.988555,52.355797
2878,-15.829614,51.156158
2879,-10.439539,51.625889
2880,9.035714,43.513136
2881,27.904246,62.993486
2882,24.188832,43.481953
2883,-2.441388,47.257142
2884,-4.174445,38.073376
2885,-0.553047,64.846806
2886,-8.060174,61.675512
2887,2.416264,53.847231
2888,10.816083,52.652606
2889,-3.234174,54.134399
2890,25.590644,30.196449
2891,24.555833,36.050398
2892,0.826284,39.607220
2893,13.726622,46.641359
2894,10.408506,68.574012
2895,-7.218740,52.964047
2896,29.543252,40.685249
2897,18.153928,36.247005
2898,17.782380,38.688109
2899,26.014028,58.496102
2900,-11.869991,67.789672
2901,23.661167,58.803572
2902,5.805132,40.448840
2903,12.183175,33.162817
2904,22.366890,44.243275
2905,-3.131383,52.590927
2906,10.819768,69.293475
2907,21.156934,50.595998
2908,27.391417,46.471723
2909,17.666080,67.756588
2910,-16.243657,30.673479
2911,-9.165627,47.548357
2912,20.205205,66.029557
2913,13.839779,31.047215
2914,-2.357490,34.831547
2915,9.155339,61.682681
2916,38.838132,45.544802
2917,4.063907,57.894336
2918,-11.502946,37.871491
2919,-12.673105,44.838307
2920,11.461625,51.323200
2921,5.652627,56.974539
2922,1.387069,64.865235
2923,-3.950520,38.714706
2924,-8.799046,54.136697
2925,0.893562,47.504287
2926,33.452999,61.735462
2927,-17.579425,42.623463
2928,25.272686,43.060283
2929,21.753893,65.006049
2930,8.251065,42.103825
2931,15.106377,65.171013
2932,16.837428,33.848133
2933,19.695818,45.216393
2934,-13.105818,46.563938
2935,33.061201,43.021804
2936,-12.312040,39.868534
2937,13.014118,56.381135
2938,8.715814,67.360214
2939,17.426338,56.127744
2940,-11.753177,33.356899
2941,-2.391870,52.539078
2942,14.432983,49.464207
2943,27.463186,60.436153
2944,36.425137,31.812466
2945,7.496456,67.853267
2946,26.877714,61.728532
2947,16.188197,49.510441
2948,17.589141,35.917939
2949,23.125282,40.531366
2950,6.790704,57.277478
2951,-7.842248,41.447119
2952,17.805736,53.960639
2953,2.735063,59.038738
2954,9.955769,65.991607
2955,3.524158,46.207924
2956,-13.589657,31.677889
2957,24.932575,39.440809
2958,5.475570,67.494971
2959,6.157017,46.197386
2960,-2.543080,59.602713
2961,8.460107,45.294117
2962,2.714550,52.215017
2963,25.240708,66.884608
2964,22.945847,45.797786
2965,20.521477,49.922446
2966,15.693871,46.085609
2967,15.912554,39.810597
2968,-9.517093,41.270402
2969,-9.043429,32.468484
2970,33.568434,31.400726
2971,-6.789459,53.605531
2972,10.917748,43.550905
2973,13.062323,66.381398
2974,22.718135,64.681824
2975,-9.768569,65.721556
2976,14.292885,46.451053
2977,-1.300280,40.659894
2978,11.492418,43.321262
2979,8.413405,39.813886
2980,21.793512,52.356047
2981,20.956806,58.635885
2982,-10.778435,46.630037
2983,7.465713,36.931785
2984,-5.294730,37.043564
2985,37.319283,43.018534
2986,-14.347976,49.984505
2987,-0.656609,43.804953
2988,28.135292,60.954513
2989,41.851229,46.267945
2990,34.152760,30.857692
2991,-9.862499,54.400484
2992,30.021052,63.146338
2993,-2.925773,52.434651
2994,21.717232,61.275958
2995,8.234616,47.328461
2996,24.313317,36.764876
2997,37.508516,44.880216
2998,29.139608,32.053712
2999,-7.449806,43.347494
3000,26.183843,48.605252
3001,20.699755,63.543541
3002,34.216523,32.902148
3003,2.412215,67.222921
3004,27.063851,60.888726
3005,12.487666,55.969658
3006,-15.570778,45.831109
3007,-0.869745,45.949827
3008,26.340776,60.193668
3009,-9.172400,38.625552
3010,2.027399,48.129007
3011,8.663782,47.264160
3012,-10.393105,37.767499
3013,26.535265,58.854838
3014,13.375399,60.406644
3015,-10.894161,30.164791
3016,19.521757,64.182628
3017,26.514467,31.124824
3018,-5.649571,34.753068
3019,16.326168,67.415285
3020,25.867407,52.053467
3021,10.827058,63.813791
3022,21.207719,68.393447
3023,14.430130,52.676216
3024,28.356723,62.424134
3025,-1.992492,38.863711
3026,18.661189,46.660661
3027,1.096484,68.273778
3028,6.433203,42.705389
3029,27.367039,64.680419
3030,21.695934,42.180068
3031,19.428548,55.677881
3032,-1.847117,38.834265
3033,27.529613,61.405379
3034,5.947078,46.724699
3035,40.103859,38.198519
3036,-8.657153,31.026571
3037,13.307574,56.373325
3038,41.295557,38.292595
3039,13.376199,38.620950
3040,-2.602730,54.364380
3041,38.288286,46.646421
3042,36.592965,46.642431
3043,18.371889,45.876010
3044,17.583508,71.378555
3045,28.109687,37.659031
3046,37.580538,41.305658
3047,-13.659010,38.644590
3048,29.335829,39.844100
3049,-10.629333,60.201322
3050,16.493216,41.263028
3051,-2.932436,63.754678
3052,-6.600338,40.681463
3053,-8.923440,66.993227
3054,17.405821,43.438980
3055,-0.457872,53.805622
3056,26.905318,61.840817
3057,-10.898682,34.814222
3058,-16.523264,43.577880
3059,25.612133,60.845186
3060,-1.900177,50.523400
3061,-1.054304,57.374955
3062,25.256249,48.556266
3063,34.633670,34.536334
3064,22.661354,51.424084
3065,-5.855293,43.674403
3066,28.264759,37.549219
3067,0.231837,46.000324
3068,3.848910,51.233889
3069,23.263135,65.081450
3070,11.811652,62.879180
3071,17.852570,68.152281
3072,14.008923,63.994390
3073,28.924986,34.299708
3074,7.345153,43.401612
3075,-5.496069,41.236944
3076,38.076347,45.699271
3077,23.188233,57.620819
3078,10.155218,64.926606
3079,17.474746,50.907339
3080,9.443712,53.510463
3081,30.741099,59.809209
3082,25.885536,32.341801
3083,16.094569,49.183502
3084,21.851063,42.189914
3085,-8.905269,57.752038
3086,-1.889376,42.757091
3087,-1.062010,49.732951
3088,29.783565,29.910739
3089,9.763411,36.376720
3090,-9.033007,49.459578
3091,13.702772,43.500955
3092,23.460182,59.788229
3093,21.986803,41.826662
3094,11.261173,65.812768
3095,22.277069,33.572048
3096,-3.085793,59.615470
3097,-6.753395,62.720571
3098,-9.923601,62.641521
3099,15.952415,68.794842
3100,-0.428320,39.581909
3101,-4.823048,36.727670
3102,-13.237299,31.156144
3103,4.406880,52.634597
3104,-11.893022,64.799449
3105,10.957514,69.031316
3106,23.002627,42.935016
3107,-9.821408,58.697559
3108,24.143345,46.375186
3109,-17.271154,44.204325
3110,5.479047,45.321676
3111,4.122610,54.239952
3112,-4.710145,68.567972
3113,-15.771565,41.070081
3114,1.594851,53.501582
3115,9.316487,57.141989
3116,35.400860,39.440753
3117,7.967109,67.883514
3118,16.143725,57.146972
3119,26.457966,37.758199
3120,-6.757898,44.870364
3121,31.160986,62.408304
3122,-3.540871,43.254654
3123,10.962753,43.631438
3124,-2.918549,61.640938
3125,7.143868,41.177750
3126,-9.300554,59.994622
3127,25.914452,42.889861
3128,24.126538,51.573577
3129,21.255952,30.933486
3130,-12.771884,61.349714
3131,10.410598,38.219028
3132,14.884884,64.934881
3133,10.535940,47.561660
3134,16.027844,33.238234
3135,-8.278728,37.709244
3136,21.807634,63.193436
3137,-10.048430,58.876816
3138,25.930466,62.207226
3139,36.912021,30.022176
3140,26.874105,46.293741
3141,7.512766,65.936863
3142,-0.155409,61.642902
3143,6.762849,50.059902
3144,26.439571,40.189492
3145,-11.809275,64.016596
3146,-1.410242,64.741925
3147,32.186376,40.416199
3148,10.324435,58.825742
3149,-12.330942,55.175925
3150,-13.101951,41.345428
3151,-4.887437,37.028382
3152,21.423665,59.408545
3153,-11.395381,62.962781
3154,5.134845,60.370695
3155,12.007531,66.862363
3156,15.591095,68.908573
3157,7.772198,38.176443
3158,29.293906,33.589135
3159,-15.405672,45.082671
3160,21.209143,67.826639
3161,41.122123,37.727655
3162,9.434945,68.441154
3163,12.638377,51.907026
3164,-0.217772,49.788700
3165,25.617635,40.383880
3166,12.773501,63.799912
3167,-10.548011,54.920445
3168,35.151854,37.241868
3169,7.736175,42.159011
3170,13.190291,39.518855
3171,26.464984,36.774643
3172,-6.579629,64.435753
3173,16.796827,38.352422
3174,-5.755340,64.717615
3175,19.616353,34.707133
3176,-9.739930,41.505337
3177,35.837509,44.350112
3178,15.757526,54.088056
3179,-15.692926,38.936141
3180,41.139496,44.736456
3181,-8.820812,44.244470
3182,6.188085,59.388328
3183,28.376981,31.739214
3184,-6.163451,61.411435
3185,-1.753784,53.786251
3186,33.238239,30.680565
3187,15.999883,62.292537
3188,11.297093,53.932107
3189,-0.900982,52.950747
3190,18.348760,60.675509
3191,43.422574,46.257000
3192,11.330136,39.194564
3193,-10.166626,63.737621
3194,13.111572,45.860563
3195,13.403936,34.266823
3196,18.147136,46.923701
3197,22.048826,39.373827
3198,31.539784,32.382863
3199,28.565846,31.046676
3200,-15.426516,37.356233
3201,4.996752,53.276787
3202,41.968222,41.541549
3203,26.127094,38.970288
3204,-7.755689,53.624460
3205,14.577971,56.469697
3206,26.799681,56.388976
3207,11.519327,58.973912
3208,12.267158,38.311826
3209,19.768222,53.450446
3210,4.283066,57.052857
3211,19.473534,54.773778
3212,-8.756411,55.543076
3213,24.113211,39.754389
3214,-13.081002,45.713891
3215,-9.205850,38.895556
3216,22.563670,41.976831
3217,10.285795,50.420116
3218,34.845266,33.196468
3219,-4.564491,35.289128
3220,1.509820,42.594150
3221,0.182391,34.964016
3222,-0.593342,67.690026
3223,17.739415,37.871431
3224,1.104687,62.426924
3225,28.865366,32.076723
3226,-8.976390,40.617847
3227,34.835212,33.703804
3228,-8.912270,39.290357
3229,-12.918370,55.899555
3230,31.172647,62.435510
3231,20.924208,39.453749
3232,37.662460,37.541464
3233,16.800474,62.392646
3234,-6.081840,36.553153
3235,-4.972131,36.253762
3236,4.727932,40.345310
3237,-1.187696,47.817835
3238,31.002227,63.263779
3239,17.599611,41.603181
3240,18.556463,66.733764
3241,-13.694089,40.720460
3242,-10.302898,46.661867
3243,14.955442,31.172763
3244,10.056827,48.621956
3245,0.626540,56.728410
3246,-7.967484,30.980234
3247,-14.552924,47.925075
3248,-13.135261,58.955770
3249,3.172436,66.637255
3250,25.621101,44.359626
3251,-11.629593,57.135030
3252,1.882809,59.576867
3253,21.374623,49.988536
3254,6.452537,43.019007
3255,-5.407930,37.281586
3256,16.270540,58.580034
3257,30.282043,30.757120
3258,-15.697497,51.043799
3259,3.767235,58.557104
3260,12.712893,66.555502
3261,-10.448856,34.374591
3262,10.452196,59.307706
3263,-11.224439,58.959199
3264,4.300787,46.183220
3265,28.354584,65.131150
3266,2.661410,55.272674
3267,25.111608,64.133855
3268,22.175149,70.043713
3269,-2.195294,65.019818
3270,17.824834,39.657505
3271,24.945036,44.189296
3272,20.680059,65.427758
3273,-10.987751,55.108534
3274,-2.696623,44.129467
3275,22.094057,61.284474
3276,15.538022,56.130046
3277,12.938187,42.235224
3278,7.087546,40.962037
3279,22.135377,65.607391
3280,-5.371395,47.151320
3281,-10.576929,46.750405
3282,3.542467,58.882886
3283,-5.191210,52.667347
3284,21.761841,62.075262
3285,-13.602580,54.362976
3286,-7.888067,47.361658
3287,16.718682,39.451029
3288,9.194082,65.060432
3289,11.469384,58.932739
3290,15.276620,64.667325
3291,-9.130935,42.022926
3292,22.146457,64.944498
3293,-4.084001,62.878505
3294,7.803138,37.032181
3295,26.433303,56.971857
3296,29.477749,42.197787
3297,6.940181,46.066743
3298,3.682576,48.360327
3299,35.002034,45.746558
3300,34.396213,32.356011
3301,-2.856340,39.061255
3302,1.364346,41.528252
3303,30.159584,43.548664
3304,0.584741,54.186151
3305,29.607564,45.644198
3306,37.921916,38.621630
3307,23.776813,59.903883
3308,-2.969919,63.357798
3309,24.939344,56.689100
3310,26.198691,30.216026
3311,22.842126,43.974175
3312,23.936468,34.642887
3313,10.596887,55.607415
3314,12.484995,67.340596
3315,29.071912,60.914008
3316,13.171189,61.999675
3317,-10.681260,58.791800
3318,-9.268509,49.284992
3319,30.116288,61.085945
3320,-7.926194,39.080599
3321,14.725776,45.416260
3322,27.409983,42.385279
3323,10.506610,48.250672
3324,-2.090696,50.418701
3325,-8.349872,64.775323
3326,24.443149,42.409648
3327,36.830588,30.330833
3328,-7.904628,44.570569
3329,11.119298,57.591915
3330,-9.592953,33.391777
3331,25.533700,35.203945
3332,24.927725,38.551310
3333,-11.118191,63.201640
3334,-2.710135,49.469945
3335,11.686659,44.090005
3336,28.023105,60.523754
3337,11.691130,53.938241
3338,-0.032062,40.542132
3339,30.253178,34.123031
3340,12.998178,67.226723
3341,21.148363,38.359747
3342,1.324867,44.234607
3343,-16.643138,43.549784
3344,9.797092,60.363056
3345,-8.199587,57.872801
3346,-5.958340,41.939901
3347,-10.728960,45.919855
3348,1.407645,58.120848
3349,8.815696,68.688605
3350,-5.370175,56.957786
3351,24.488490,62.030692
3352,15.577120,63.920684
3353,21.986422,44.936087
3354,-2.204830,62.589186
3355,16.656949,40.373562
3356,19.895799,34.561704
3357,-14.107796,55.068118
3358,35.742142,39.907187
3359,11.621901,34.201248
3360,21.438589,71.178716
3361,33.480892,29.656748
3362,-13.538844,48.961053
3363,29.832523,36.161493
3364,27.245103,41.847137
3365,-9.722336,40.240290
3366,-11.867362,45.040244
3367,26.924929,30.449430
3368,24.610022,36.020872
3369,34.797419,41.633792
3370,-3.058020,39.726834
3371,15.075055,30.777458
3372,25.116813,60.863860
3373,-9.604828,34.264887
3374,-15.222368,37.994973
3375,28.408314,45.679634
3376,-10.024256,60.554365
3377,11.343332,44.001113
3378,12.275294,61.714143
3379,29.900282,29.595188
3380,-5.534730,49.462190
3381,-14.403026,29.128601
3382,20.436725,34.514902
3383,20.548773,50.306376
3384,16.387278,51.730636
3385,-5.239677,38.752226
3386,18.619589,49.647343
3387,-3.588104,48.354309
3388,13.660447,39.961817
3389,36.453494,39.591151
3390,7.207533,51.243658
3391,40.978822,39.357590
3392,41.860937,47.009535
3393,-17.322462,43.206282
3394,3.649366,45.202183
3395,39.077292,42.066576
3396,1.949095,43.375427
3397,22.495408,30.700341
3398,4.356183,68.732561
3399,41.249734,38.617281
3400,0.667675,38.058241
3401,28.801940,38.332314
3402,25.968234,43.102049
3403,20.930989,67.980375
3404,10.979255,59.453585
3405,23.670555,50.742732
3406,8.590576,64.787528
3407,-2.454819,52.623561
3408,0.664927,49.070613
3409,-5.164622,56.568046
3410,-14.108643,36.584237
3411,2.184166,46.964096
3412,-8.468779,54.446600
3413,15.334027,59.469281
3414,22.759234,30.291526
3415,19.245696,41.613928
3416,32.068573,30.485206
3417,0.892508,52.093110
3418,12.449482,51.247188
3419,4.003874,45.619931
3420,20.476840,59.423195
3421,28.741992,29.713081
3422,14.984250,32.619053
3423,27.435108,56.195772
3424,6.873109,38.758382
3425,16.542633,34.982134
3426,-13.018784,63.282030
3427,34.134277,34.329113
3428,-5.634658,46.381786
3429,20.381790,54.997890
3430,20.948133,57.728253
3431,-12.010824,36.769107
3432,13.812946,55.914501
3433,19.678333,42.902311
3434,20.997043,36.023475
3435,-3.680791,62.450518
3436,43.158937,46.663384
3437,39.262566,43.180765
3438,30.639185,33.625770
3439,-6.071307,36.191256
3440,32.055088,45.470313
3441,4.854307,40.443639
3442,14.947638,34.186916
3443,13.405023,36.954052
3444,22.513770,36.117311
3445,6.818953,66.366865
3446,0.087870,53.470638
3447,23.782346,63.017152
3448,-13.144849,30.756242
3449,16.339952,44.898236
3450,8.498186,40.863808
3451,-4.051013,42.916999
3452,20.067891,70.610548
3453,8.160629,43.799146
3454,3.637629,50.235641
3455,24.104607,46.263629
3456,-10.130385,50.464596
3457,-10.934944,33.381275
3458,13.589517,35.635300
3459,16.120400,40.623450
3460,-12.799724,39.280751
3461,21.743704,29.529333
3462,-10.464917,33.476881
3463,11.213315,44.190314
3464,10.216412,69.058415
3465,5.194448,39.808434
3466,15.559695,34.760638
3467,35.926596,38.336826
3468,4.858189,44.424017
3469,16.517796,44.856799
3470,4.822040,61.478984
3471,11.402884,53.670100
3472,11.239798,69.863432
3473,16.843788,55.935297
3474,9.313377,40.392400
3475,-8.057068,53.648668
3476,20.523160,34.710979
3477,23.316855,57.125402
3478,-15.255357,54.469898
3479,14.570545,36.342861
3480,31.749410,37.908593
3481,18.808171,34.160351
3482,1.793980,67.150647
3483,12.927837,69.162568
3484,-2.088152,34.901604
3485,16.481106,66.694755
3486,24.930066,54.929931
3487,25.903161,58.011986
3488,17.403616,43.331697
3489,0.172158,56.254836
3490,-1.334174,61.968573
3491,-8.534540,33.609669
3492,1.243437,40.204906
3493,19.638268,55.556034
3494,35.748609,31.263327
3495,-15.607076,37.182697
3496,-2.973093,64.621960
3497,-8.877629,31.640755
3498,18.936328,49.895641
3499,13.015687,43.134143
3500,-5.784746,58.142439
3501,38.529077,40.002005
3502,3.170937,48.684068
3503,3.881924,41.751911
3504,15.012236,53.691014
3505,36.277754,44.745839
3506,17.972784,70.160172
3507,16.570108,68.870174
3508,5.106501,39.331511
3509,12.718822,35.089342
3510,25.833587,67.381151
3511,10.257078,67.867875
3512,25.349182,53.501793
3513,33.069831,44.572654
3514,29.188704,42.895343
3515,13.243689,34.717945
