wkt_geom;ID;XCOORD;YCOORD
POINT(11.27455531282541301 56.86630308141054257);404;11.274555;56.866303
POINT(-3.78983866696731297 60.71744843736340869);405;-3.789839;60.717448
POINT(19.1066160636731972 55.44051468823826667);406;19.106616;55.440515
POINT(-3.23300733811605712 60.42637330324809852);407;-3.233007;60.426373
POINT(-5.10119589459558753 61.44489763390001968);408;-5.101196;61.444898
POINT(-0.98673123755831149 61.46716341949347395);409;-0.986731;61.467163
POINT(0.02209403165828228 63.45420959986071807);410;0.022094;63.45421
POINT(20.89576863975507592 58.32313164230785674);411;20.895769;58.323132
POINT(20.6100946808309935 57.64297051526151705);412;20.610095;57.642971
POINT(1.00368882930331882 61.10587405889531709);413;1.003689;61.105874
POINT(-1.0372988109004142 61.4336241968477097);414;-1.037299;61.433624
POINT(2.56318328445470378 63.73126690706048691);415;2.563183;63.731267
POINT(-5.13936729819868887 61.56621951709631446);416;-5.139367;61.56622
POINT(1.35108641391177109 61.26984971563895499);417;1.351086;61.26985
POINT(16.66183515504371471 55.04861976301552318);418;16.661835;55.04862
POINT(2.38313099136733264 64.56942793537608338);419;2.383131;64.569428
POINT(8.0056782125231738 54.02421698167351849);420;8.005678;54.024217
POINT(-1.46834600110916424 60.68159461692914647);421;-1.468346;60.681595
POINT(-3.30578055159263151 65.55729695871656304);422;-3.305781;65.557297
POINT(18.93961344991137707 59.08038080445323459);423;18.939613;59.080381
POINT(17.42299933872521223 55.17495833618432499);424;17.422999;55.174958
POINT(18.89238234156819018 54.81410229004060142);425;18.892382;54.814102
POINT(2.10860426405293833 63.58168860966051028);426;2.108604;63.581689
POINT(21.1684989689789731 59.60936599745181752);427;21.168499;59.609366
POINT(2.70556840163671897 56.43506138765742719);428;2.705568;56.435061
POINT(1.65301402495552452 58.14640866640890238);429;1.653014;58.146409
POINT(-2.68324194610554434 62.67375999457959068);430;-2.683242;62.67376
POINT(3.93628974875157311 53.88558164465280242);431;3.93629;53.885582
POINT(4.27082537121543027 59.18418738410844071);432;4.270825;59.184187
POINT(5.73791210899496562 55.33816239374601764);433;5.737912;55.338162
POINT(7.41313670306069206 57.38246341464413547);434;7.413137;57.382463
POINT(20.357031666326737 58.2630559834741959);435;20.357032;58.263056
POINT(19.2132659794230527 55.54595429620351155);436;19.213266;55.545954
POINT(-3.19306263850623928 61.64352066649724549);437;-3.193063;61.643521
POINT(11.71626889388853598 56.22292481249605345);438;11.716269;56.222925
POINT(18.97123964203511548 55.43593495032127549);439;18.97124;55.435935
POINT(-1.69266386841212446 65.1793321517069586);440;-1.692664;65.179332
POINT(-2.07684947536291054 58.94885940823464665);441;-2.076849;58.948859
POINT(-0.716282404172496 59.80560554116817684);442;-0.716282;59.805606
POINT(4.51831933773428318 55.29858780963624554);443;4.518319;55.298588
POINT(1.72970392586010835 65.12490820095142396);444;1.729704;65.124908
POINT(1.88633766532929936 59.21201821422197042);445;1.886338;59.212018
POINT(2.33295360692888032 58.03177028070901144);446;2.332954;58.03177
POINT(0.82982052811732476 64.35190780716949632);447;0.829821;64.351908
POINT(19.85679642679661683 58.99487365808963801);448;19.856796;58.994874
POINT(3.64941045333883629 58.98999399041075975);449;3.64941;58.989994
POINT(-0.12511792315756498 57.28575285443715615);450;-0.125118;57.285753
POINT(19.60090750269750615 57.45998771336265065);451;19.600908;57.459988
POINT(2.66722024411833392 60.23567397648720601);452;2.66722;60.235674
POINT(20.21281842798968498 56.34554288431199609);453;20.212818;56.345543
POINT(2.58492013707163615 57.08142351324967478);454;2.58492;57.081424
POINT(-1.92016288622756592 61.98588972944551045);455;-1.920163;61.98589
POINT(-0.02355705442860323 60.74875543319448212);456;-0.023557;60.748755
POINT(20.65422112647166486 60.53229745139675089);457;20.654221;60.532297
POINT(19.65664766717701184 57.71605780004111352);458;19.656648;57.716058
POINT(-1.72462751650333779 60.44743766053132106);459;-1.724628;60.447438
POINT(2.95696507513003048 60.87764317608129261);460;2.956965;60.877643
POINT(11.03164911097650247 54.70664456011810728);461;11.031649;54.706645
POINT(1.32675167821602269 59.3291623639494361);462;1.326752;59.329162
POINT(4.42112180453918135 56.31552882854533948);463;4.421122;56.315529
POINT(1.4686082256954176 60.0657019584242704);464;1.468608;60.065702
POINT(1.83641139406226994 65.02618328069453923);465;1.836411;65.026183
POINT(10.58285124464280713 55.53000646354620784);466;10.582851;55.530006
POINT(15.19226272879245698 55.57816069402901604);467;15.192263;55.578161
POINT(3.9106985158155716 52.95115893906125137);468;3.910699;52.951159
POINT(0.84294223655349576 59.32965748604665635);469;0.842942;59.329657
POINT(-0.40235619486781271 65.71265153948391458);470;-0.402356;65.712652
POINT(3.86243083021684264 54.95275767239917286);471;3.862431;54.952758
POINT(1.86862392135197464 62.26196773550616825);472;1.868624;62.261968
POINT(-1.45921736425239912 64.27365164884665205);473;-1.459217;64.273652
POINT(1.44193153286740028 60.45000817009600524);474;1.441932;60.450008
POINT(9.41013699964479144 57.77378587683814715);475;9.410137;57.773786
POINT(2.62459451760699736 59.92083535599530819);476;2.624595;59.920835
POINT(21.58489285351035392 59.60076561973777132);477;21.584893;59.600766
POINT(4.80441218025464067 57.44498576930288181);478;4.804412;57.444986
POINT(4.04376051623340338 55.15886579144711277);479;4.043761;55.158866
POINT(6.89502389525557646 56.79412727551419948);480;6.895024;56.794127
POINT(6.17685550439188269 55.78911750890558352);481;6.176856;55.789118
POINT(9.70529341948962276 56.79935878913244096);482;9.705293;56.799359
POINT(1.2233131813209388 57.51353295986677239);483;1.223313;57.513533
POINT(-0.5011037245814185 63.50036463064303405);484;-0.501104;63.500365
POINT(2.3899801539967207 56.99053479219157481);485;2.38998;56.990535
POINT(15.14960039291321792 55.38143500733501412);486;15.1496;55.381435
POINT(5.29693547906580342 58.13430517894478555);487;5.296935;58.134305
POINT(11.04416385188621064 56.95834047581028869);488;11.044164;56.95834
POINT(0.06431993386609935 54.63805085121056493);489;0.06432;54.638051
POINT(3.18183538321447124 59.05805020862629107);490;3.181835;59.05805
POINT(-3.0930176217065406 64.27714085324863902);491;-3.093018;64.277141
POINT(4.10342962141513823 60.44515374393457563);492;4.10343;60.445154
POINT(3.12826389127462079 59.93424952432459207);493;3.128264;59.93425
POINT(3.79606191451366293 61.558618027294699);494;3.796062;61.558618
POINT(0.46350852941106346 58.36868750777574633);495;0.463509;58.368688
POINT(0.59903210474381119 57.48458206571176277);496;0.599032;57.484582
POINT(4.56506447907114143 59.27173230774440782);497;4.565064;59.271732
POINT(2.94074951857916567 59.03809861231101763);498;2.94075;59.038099
POINT(5.77243472696487814 54.47270073458030026);499;5.772435;54.472701
POINT(21.60445807702150844 58.94960832407384288);500;21.604458;58.949608
POINT(3.74374945078189114 58.49738434113814378);501;3.743749;58.497384
POINT(3.65295484909027834 61.65208189879597001);502;3.652955;61.652082
POINT(2.70049989103444865 54.83178837128502892);503;2.7005;54.831788
POINT(10.20834172273879759 55.9080344420460591);504;10.208342;55.908034
POINT(-4.88410788004146212 62.21541870661228302);505;-4.884108;62.215419
POINT(2.14879018834160096 53.16891543420446453);506;2.14879;53.168915
POINT(1.03089908497102911 60.34918941168746898);507;1.030899;60.349189
POINT(-0.51161684494942605 58.87645596842173745);508;-0.511617;58.876456
POINT(7.97793441075772947 55.2862150683456548);509;7.977934;55.286215
POINT(-2.24821778255291527 59.34484122050565702);510;-2.248218;59.344841
POINT(1.31189353031378975 54.43436413957014253);511;1.311894;54.434364
POINT(2.2690109530268705 59.63889256245700921);512;2.269011;59.638893
POINT(-1.96776377871743158 63.98991195020161626);513;-1.967764;63.989912
POINT(1.87140408010391113 59.75619935524101578);514;1.871404;59.756199
POINT(15.24622561241817564 54.73122735536828287);515;15.246226;54.731227
POINT(1.4728019141781159 53.18007419624804299);516;1.472802;53.180074
POINT(3.35893882068507565 62.52486549908392988);517;3.358939;62.524865
POINT(7.80607204853627934 56.59082048163124057);518;7.806072;56.59082
POINT(4.54686378250133139 60.19883816679868715);519;4.546864;60.198838
POINT(3.60720592678503671 53.64776568386921696);520;3.607206;53.647766
POINT(-3.36412907814247575 63.45346737868592868);521;-3.364129;63.453467
POINT(8.02360070890893695 54.94463803006694036);522;8.023601;54.944638
POINT(-2.70955541432212366 64.45164792022131905);523;-2.709555;64.451648
POINT(-0.06981358885726152 57.61464765918760378);524;-0.069814;57.614648
POINT(3.5018060923896055 52.42087686743188613);525;3.501806;52.420877
POINT(2.21979733825326342 53.31130962218860248);526;2.219797;53.31131
POINT(22.01787522138249287 60.13640106021097154);527;22.017875;60.136401
POINT(-2.09673724973509001 63.84648524003605274);528;-2.096737;63.846485
POINT(-0.43175851581315072 56.9368925611633685);529;-0.431759;56.936893
POINT(11.13931977168603638 55.62583085567653285);530;11.13932;55.625831
POINT(-0.25215972058423475 62.96551384548406816);531;-0.25216;62.965514
POINT(3.63907301950608542 62.06634816431740376);532;3.639073;62.066348
POINT(-1.50901874113006818 65.9887198549920555);533;-1.509019;65.98872
POINT(19.25096984752856599 55.36675590639410416);534;19.25097;55.366756
POINT(19.28706634485289229 57.1864238621966976);535;19.287066;57.186424
POINT(0.40578927495047079 57.14583621670283264);536;0.405789;57.145836
POINT(6.11050671007786939 54.90942138308661669);537;6.110507;54.909421
POINT(-1.19668730428127201 62.80078573669376851);538;-1.196687;62.800786
POINT(0.34372648833795161 62.70579333478671202);539;0.343726;62.705793
POINT(0.65420310651140134 61.7061313051364948);540;0.654203;61.706131
POINT(16.92898224192210677 56.08461625403313633);541;16.928982;56.084616
POINT(8.78113269827663245 57.36142730362243469);542;8.781133;57.361427
POINT(-2.02889175781408992 61.19634678137649786);543;-2.028892;61.196347
POINT(2.52333870991666043 52.32149345144053143);544;2.523339;52.321493
POINT(3.45761322297049389 58.95297795938142116);545;3.457613;58.952978
POINT(-2.71962795382455091 59.26172265314207266);546;-2.719628;59.261723
POINT(8.74392692102393099 55.75106331440679241);547;8.743927;55.751063
POINT(17.81459460883480261 56.1139476290086634);548;17.814595;56.113948
POINT(3.55717291279992942 62.5608918849708644);549;3.557173;62.560892
POINT(-3.89066694342827679 64.03449548253765045);550;-3.890667;64.034495
POINT(-2.99256035485380556 62.78894603891966142);551;-2.99256;62.788946
POINT(1.4675802712394086 55.90947598521859874);552;1.46758;55.909476
POINT(2.46079512214405494 60.26556015559923196);553;2.460795;60.26556
POINT(0.29826600047271334 61.11656660891104309);554;0.298266;61.116567
POINT(20.43515667792636137 56.20825281087884662);555;20.435157;56.208253
POINT(-1.4024681671078465 58.08327985679773064);556;-1.402468;58.08328
POINT(-3.54112320360349209 65.2369859944868864);557;-3.541123;65.236986
POINT(16.54235586388103485 54.93785745085347116);558;16.542356;54.937857
POINT(-3.7757371119833012 59.68164473351995269);559;-3.775737;59.681645
POINT(9.77767854163173311 55.16895778360805735);560;9.777679;55.168958
POINT(2.09449815891383562 53.58026331144009902);561;2.094498;53.580263
POINT(2.50670810734017291 59.28064490380323548);562;2.506708;59.280645
POINT(2.72385415652667007 52.60179960385617903);563;2.723854;52.6018
POINT(-0.45287346741205425 56.77077383908194719);564;-0.452873;56.770774
POINT(-0.7208941550126724 64.80836886652420503);565;-0.720894;64.808369
POINT(2.69050759090542169 55.60444563141936669);566;2.690508;55.604446
POINT(2.42884151078310762 54.61845931851529201);567;2.428842;54.618459
POINT(3.01707923937335742 53.2301408559068463);568;3.017079;53.230141
POINT(3.10857517455541021 58.32453017136572981);569;3.108575;58.32453
POINT(16.36360548732374909 55.55947719831167575);570;16.363605;55.559477
POINT(6.04463050208790875 56.37441472223303407);571;6.044631;56.374415
POINT(1.75086027831552116 60.61956084880267781);572;1.75086;60.619561
POINT(-4.23504368207876158 64.58011541139640599);573;-4.235044;64.580115
POINT(1.57154357556721802 53.22271549995134166);574;1.571544;53.222715
POINT(3.14005130816632416 60.56545601125837663);575;3.140051;60.565456
POINT(-3.02328700524854144 59.72567993871594894);576;-3.023287;59.72568
POINT(3.00702203854694439 63.12861455219338325);577;3.007022;63.128615
POINT(1.97992317946513907 60.02483925866970083);578;1.979923;60.024839
POINT(2.94144526138270557 59.84107694701644675);579;2.941445;59.841077
POINT(19.86757969911483102 60.63370378432456675);580;19.86758;60.633704
POINT(-1.20747020976033248 61.83159611222588126);581;-1.20747;61.831596
POINT(2.02842759888447599 63.60387529168676224);582;2.028428;63.603875
POINT(-0.16306047479599162 64.86892369963399574);583;-0.16306;64.868924
POINT(21.0630880979021029 58.10811420285291717);584;21.063088;58.108114
POINT(11.29451679777870865 55.51291601298455447);585;11.294517;55.512916
POINT(3.85241655381777548 53.28147959845665582);586;3.852417;53.28148
POINT(11.36355652244984782 56.1261123322489297);587;11.363557;56.126112
POINT(10.13037868092999894 55.21371632155375409);588;10.130379;55.213716
POINT(6.27163254999051212 56.19495724639335776);589;6.271633;56.194957
POINT(-2.09222019877245113 59.35797667186113813);590;-2.09222;59.357977
POINT(1.72903667061648925 52.87716580207957406);591;1.729037;52.877166
POINT(19.26808581888292693 57.02630465197540133);592;19.268086;57.026305
POINT(6.50615112205512425 55.262265103261484);593;6.506151;55.262265
POINT(-1.63568128074056851 61.66070246292009926);594;-1.635681;61.660702
POINT(8.99390330923700176 57.93074784401946431);595;8.993903;57.930748
POINT(1.03667542124146372 55.11647754215943706);596;1.036675;55.116478
POINT(-2.85657031268851513 65.11466848961528342);597;-2.85657;65.114668
POINT(-3.53631948550373298 62.40813086605214011);598;-3.536319;62.408131
POINT(-1.42336993582627613 59.94586238311397608);599;-1.42337;59.945862
POINT(1.20724405005318847 63.58431489161800698);600;1.207244;63.584315
POINT(-4.67885349085828661 61.98143036909209513);601;-4.678853;61.98143
POINT(10.95815111186517044 57.33246116390228053);602;10.958151;57.332461
POINT(-3.21595342836291476 65.40824219546325935);603;-3.215953;65.408242
POINT(7.06266595808057751 55.11101753367514533);604;7.062666;55.111018
POINT(3.42892560060442086 59.40363307354162714);605;3.428926;59.403633
POINT(6.900467965133398 57.36553698114990141);606;6.900468;57.365537
POINT(7.50822519194495186 54.76257191782396916);607;7.508225;54.762572
POINT(4.34439417004442063 59.01020539931204922);608;4.344394;59.010205
POINT(3.4436803446990023 53.72735809977309174);609;3.44368;53.727358
POINT(-3.35582046104383691 63.41177286602710694);610;-3.35582;63.411773
POINT(0.59250603594785289 59.70326751498340911);611;0.592506;59.703268
POINT(0.17020266034072318 65.4228309064389606);612;0.170203;65.422831
POINT(-2.15649375087193773 59.73449658321456468);613;-2.156494;59.734497
POINT(-2.38407769195517671 65.47589567113706721);614;-2.384078;65.475896
POINT(-2.46634822194605707 62.51196358303079137);615;-2.466348;62.511964
POINT(-4.60019837919034735 63.61235716030380161);616;-4.600198;63.612357
POINT(-1.13268173463022315 63.18482039784112203);617;-1.132682;63.18482
POINT(17.16133069707129977 55.97989892366810949);618;17.161331;55.979899
POINT(20.01865070551668069 60.83860837050699644);619;20.018651;60.838608
POINT(1.41662542686250248 59.58944020297843025);620;1.416625;59.58944
POINT(5.26483745547383286 54.59908060144036313);621;5.264837;54.599081
POINT(2.67618030116907679 64.46877965312910419);622;2.67618;64.46878
POINT(0.97605747172310942 53.98729378750957864);623;0.976057;53.987294
POINT(-2.43384826831827006 62.64514779903335295);624;-2.433848;62.645148
POINT(3.56558150078442182 58.1192651193888068);625;3.565582;58.119265
POINT(2.91350546370571983 61.12989951128822952);626;2.913505;61.1299
POINT(15.61837209316174935 55.42428952364447525);627;15.618372;55.42429
POINT(-4.04714330961819702 59.97169945389875068);628;-4.047143;59.971699
POINT(1.49516035231021505 55.96244201072327229);629;1.49516;55.962442
POINT(1.46344621661332219 54.73525346258073654);630;1.463446;54.735253
POINT(4.5699751753555482 55.47753098035557429);631;4.569975;55.477531
POINT(19.54237532733228377 56.89875832360817753);632;19.542375;56.898758
POINT(1.88414311404251844 61.46668419591287602);633;1.884143;61.466684
POINT(0.73217955736204665 56.1580205083363424);634;0.73218;56.158021
POINT(13.1009263576422903 54.72993125986361918);635;13.100926;54.729931
POINT(7.36312066766252116 56.64284131657469601);636;7.363121;56.642841
POINT(16.00487640623917684 55.64501767125486964);637;16.004876;55.645018
POINT(-0.53628745526987043 57.78127748061803004);638;-0.536287;57.781277
POINT(-4.80565774306259375 62.49359705614534022);639;-4.805658;62.493597
POINT(-1.83633279374503022 63.06409961077628168);640;-1.836333;63.0641
POINT(20.77005921594499682 58.18293020824938111);641;20.770059;58.18293
POINT(19.79771093925671721 56.98370093443627127);642;19.797711;56.983701
POINT(12.29175599098294924 54.77948250531770213);643;12.291756;54.779483
POINT(6.53089507526971857 57.29336744119375879);644;6.530895;57.293367
POINT(1.81218480066977516 58.7049736696883997);645;1.812185;58.704974
POINT(9.80149885963523104 57.57382947383978689);646;9.801499;57.573829
POINT(1.55106450006962859 58.5601609317070384);647;1.551065;58.560161
POINT(10.61973646719610365 58.33582208467115748);648;10.619736;58.335822
POINT(-4.5502790949121108 61.28348063446988192);649;-4.550279;61.283481
POINT(-3.57534536073193188 61.97710386869471222);650;-3.575345;61.977104
POINT(-4.40497596682851178 63.27597518056655446);651;-4.404976;63.275975
POINT(19.84855374961563612 57.2131034877060074);652;19.848554;57.213103
POINT(4.75726189956131051 53.65526061623340581);653;4.757262;53.655261
POINT(12.06883483435232307 54.59262179308243645);654;12.068835;54.592622
POINT(-0.3668611203154315 55.4271487992341747);655;-0.366861;55.427149
POINT(1.03414766750745279 60.46930934950430014);656;1.034148;60.469309
POINT(5.99621152286056613 55.30748928184914348);657;5.996212;55.307489
POINT(-2.18706715667314544 65.20882068011148647);658;-2.187067;65.208821
POINT(0.08568575033851733 63.28293123041964918);659;0.085686;63.282931
POINT(18.91053679637788321 55.05073616564308026);660;18.910537;55.050736
POINT(2.09772000639473344 58.15429553159113141);661;2.09772;58.154296
POINT(18.31701945097714201 56.38606696465958379);662;18.317019;56.386067
POINT(-1.17333281900642561 63.33497317760102874);663;-1.173333;63.334973
POINT(1.37126169220592065 57.42078327868355814);664;1.371262;57.420783
POINT(16.6376472290185653 55.60863196918574403);665;16.637647;55.608632
POINT(15.22757867009008592 55.17444764990951001);666;15.227579;55.174448
POINT(12.96760931651188287 54.89934440491239087);667;12.967609;54.899344
POINT(20.78728471940173606 60.44573982506426546);668;20.787285;60.44574
POINT(-2.19139567772809274 61.85500382423269627);669;-2.191396;61.855004
POINT(1.22862555913490734 62.12873383306099839);670;1.228626;62.128734
POINT(19.01789483402414049 55.06875574715759569);671;19.017895;55.068756
POINT(-0.12900201172217685 59.70937167912723709);672;-0.129002;59.709372
POINT(2.37832296344194472 62.05385079276661742);673;2.378323;62.053851
POINT(8.38011503146272574 55.95480910275254871);674;8.380115;55.954809
POINT(2.83985862383649312 56.62853547372479568);675;2.839859;56.628535
POINT(1.61149658733387291 56.80117330767736661);676;1.611497;56.801173
POINT(-4.095273869683977 60.28375970947857354);677;-4.095274;60.28376
POINT(3.190616435875544 56.14811123307371332);678;3.190616;56.148111
POINT(2.64690017183701443 63.31355931431106399);679;2.6469;63.313559
POINT(3.48646319988991138 61.22435830144731028);680;3.486463;61.224358
POINT(17.47093553209622385 56.30953918682859438);681;17.470936;56.309539
POINT(2.55482949434999718 58.65864945574593747);682;2.554829;58.658649
POINT(4.82362073241354494 55.5740602488600075);683;4.823621;55.57406
POINT(7.27736549419617518 56.78288691272311439);684;7.277365;56.782887
POINT(12.4025208053424798 55.40760512036598584);685;12.402521;55.407605
POINT(1.95387757930716344 56.32699095091410868);686;1.953878;56.326991
POINT(2.59027065846996596 61.98163582187060427);687;2.590271;61.981636
POINT(6.29751117150282447 56.88811022320760458);688;6.297511;56.88811
POINT(19.40117216460469507 60.63374042257010643);689;19.401172;60.63374
POINT(7.02290039580095815 57.41672983916219408);690;7.0229;57.41673
POINT(-0.82019680031770203 64.82726032389454929);691;-0.820197;64.82726
POINT(2.90646955467881973 62.23439909371009549);692;2.90647;62.234399
POINT(2.35342499068422839 64.59091843708988279);693;2.353425;64.590918
POINT(1.31332956461007555 61.45294620577942624);694;1.31333;61.452946
POINT(5.690202703187202 53.90692710126161558);695;5.690203;53.906927
POINT(1.58542769253159666 64.11717617988456652);696;1.585428;64.117176
POINT(11.04606019531109951 55.59494606841374775);697;11.04606;55.594946
POINT(1.2809911639134004 57.49924707925006828);698;1.280991;57.499247
POINT(0.57522244594050509 55.75044994655303299);699;0.575222;55.75045
POINT(0.01585151119301642 54.69499825097122425);700;0.015852;54.694998
POINT(5.34478301504586462 58.22337845976287696);701;5.344783;58.223378
POINT(-3.68350153436432315 60.94049623671661919);702;-3.683502;60.940496
POINT(1.60185098191605846 54.59204448452457825);703;1.601851;54.592044
POINT(0.32371956700916726 59.49322838491889343);704;0.32372;59.493228
POINT(-0.32124602164687577 64.5619834176338685);705;-0.321246;64.561983
POINT(20.20215300180348805 59.71753591614140078);706;20.202153;59.717536
POINT(-2.40586221856836868 64.47882615783296956);707;-2.405862;64.478826
POINT(4.34177102115019586 58.55699786974989962);708;4.341771;58.556998
POINT(-0.12476008959777474 59.73371611405064385);709;-0.12476;59.733716
POINT(19.06001481713040846 58.90927625660546596);710;19.060015;58.909276
POINT(-4.13190547273308617 64.17876950802421732);711;-4.131905;64.17877
POINT(3.64030076946694514 53.44505834137531508);712;3.640301;53.445058
POINT(-0.1161584654450758 60.08614459053130474);713;-0.116158;60.086145
POINT(8.58258272993279725 55.09098687747324163);714;8.582583;55.090987
POINT(9.86168058427220551 55.79928922674616842);715;9.861681;55.799289
POINT(6.78936536207912589 56.99331891838212272);716;6.789365;56.993319
POINT(-0.8264509081812772 62.81226519319944401);717;-0.826451;62.812265
POINT(9.09550098689089381 55.35934926169421288);718;9.095501;55.359349
POINT(-2.59377257257602389 63.26228901096283153);719;-2.593773;63.262289
POINT(2.43458084526369056 55.21256222199241392);720;2.434581;55.212562
POINT(15.16644777801491628 54.80043186233991293);721;15.166448;54.800432
POINT(2.57440616573854086 56.62469365971499258);722;2.574406;56.624694
POINT(11.13727083845790489 56.28291156485184388);723;11.137271;56.282912
POINT(-0.30783688816741783 62.32536339005868342);724;-0.307837;62.325363
POINT(-3.07898880058536539 62.77134311282296864);725;-3.078989;62.771343
POINT(-0.86194328268879339 64.35821049382140302);726;-0.861943;64.35821
POINT(-0.13757147733074238 62.15422561067593676);727;-0.137571;62.154226
POINT(-1.53185677395014208 61.37642309703625187);728;-1.531857;61.376423
POINT(8.64458368279979616 57.70660632898488274);729;8.644584;57.706606
POINT(-0.90155950540769414 63.67832702334498407);730;-0.90156;63.678327
POINT(3.32220908133793991 62.28492679309874802);731;3.322209;62.284927
POINT(-1.12510288344698495 61.811581434341619);732;-1.125103;61.811581
POINT(-4.00558473764378853 65.26163385284841922);733;-4.005585;65.261634
POINT(2.18061461680910984 62.91808835461567639);734;2.180615;62.918088
POINT(20.15146796360580339 60.60699037136048162);735;20.151468;60.60699
POINT(0.17674332719631991 59.50921259272357844);736;0.176743;59.509213
POINT(3.92857122254952706 57.50984296145284702);737;3.928571;57.509843
POINT(0.08388493342623526 61.33754569211806285);738;0.083885;61.337546
POINT(5.67839435442075313 57.63459360510825036);739;5.678394;57.634594
POINT(7.969460580000721 54.48355401393246922);740;7.969461;54.483554
POINT(-1.0500880183388448 62.11179981361922842);741;-1.050088;62.1118
POINT(1.83524881849345345 57.59061408552157957);742;1.835249;57.590614
POINT(3.92162387548405533 62.34778634856783697);743;3.921624;62.347786
POINT(0.59894709750808683 58.82945853659587243);744;0.598947;58.829459
POINT(21.00131430068388738 59.99988715929927707);745;21.001314;59.999887
POINT(3.95298204089114336 58.30881815868093554);746;3.952982;58.308818
POINT(-3.32466556037705629 61.67161635688231769);747;-3.324666;61.671616
POINT(18.82672471963833516 58.87072477152921834);748;18.826725;58.870725
POINT(3.01395794543787332 54.84895345607989725);749;3.013958;54.848953
POINT(1.04575549263009382 61.60622786477253499);750;1.045755;61.606228
POINT(17.54058894201935814 55.81025224462463541);751;17.540589;55.810252
POINT(7.811252069050445 57.6395599265357319);752;7.811252;57.63956
POINT(0.76357985826208719 58.26957031967913991);753;0.76358;58.26957
POINT(19.1903613770084398 56.0043857984789355);754;19.190361;56.004386
POINT(1.79068257128527986 54.11864170465709378);755;1.790683;54.118642
POINT(21.45782593483761858 59.74835543601716381);756;21.457826;59.748355
POINT(-1.72683155278051137 65.25063822991668872);757;-1.726832;65.250638
POINT(3.99848974821046177 57.45556388660230596);758;3.99849;57.455564
POINT(2.79623549807595317 62.37470401694916688);759;2.796235;62.374704
POINT(11.14406607059292043 56.80562836117979941);760;11.144066;56.805628
POINT(2.05957379122285733 61.01719840409415951);761;2.059574;61.017198
POINT(8.0403775309158565 56.76833468687256357);762;8.040378;56.768335
POINT(2.96743309556311807 54.10845194370579492);763;2.967433;54.108452
POINT(-2.36939875229726438 63.32779679786722227);764;-2.369399;63.327797
POINT(20.42224276617553613 56.25052838218879714);765;20.422243;56.250528
POINT(3.91443333030020568 52.4914317743686496);766;3.914433;52.491432
POINT(1.07327199715426946 60.55138720216960735);767;1.073272;60.551387
POINT(4.37391485470527286 55.74083266779969392);768;4.373915;55.740833
POINT(0.54792915563571576 56.79969876293188946);769;0.547929;56.799699
POINT(2.37714199466829879 62.6823435179270021);770;2.377142;62.682344
POINT(-4.2658059610524699 62.65657033858429514);771;-4.265806;62.65657
POINT(17.99513042898417226 56.13268078374311898);772;17.99513;56.132681
POINT(-0.51223156027525896 65.4266436649362646);773;-0.512232;65.426644
POINT(15.32699158545036866 55.0203938286257781);774;15.326992;55.020394
POINT(3.07536501859881284 62.55296585279958066);775;3.075365;62.552966
POINT(9.63087970636814461 55.56165944587704786);776;9.63088;55.561659
POINT(8.21271218178564411 53.9745501676846331);777;8.212712;53.97455
POINT(20.68169378663686686 60.10172983627298038);778;20.681694;60.10173
POINT(7.54659192112939614 57.22904227442455038);779;7.546592;57.229042
POINT(-4.84017355578864095 61.3301810738693618);780;-4.840174;61.330181
POINT(-0.65686023543721017 58.6172007617222306);781;-0.65686;58.617201
POINT(13.0263659312278719 54.85211480397480699);782;13.026366;54.852115
POINT(3.85182039894714556 58.92044593602097535);783;3.85182;58.920446
POINT(-1.15653205348495014 62.03012604071984271);784;-1.156532;62.030126
POINT(-0.65019534042558735 60.4129706378717799);785;-0.650195;60.412971
POINT(5.31361926708633803 57.16073872933203859);786;5.313619;57.160739
POINT(-3.36847172253671889 63.26786745626631614);787;-3.368472;63.267867
POINT(-2.24063952004558331 60.87118975209489946);788;-2.24064;60.87119
POINT(-1.31222269652031498 57.16392276432521413);789;-1.312223;57.163923
POINT(2.89397466012089311 53.29977873815379041);790;2.893975;53.299779
POINT(-2.67786925744826654 59.39251623620960174);791;-2.677869;59.392516
POINT(14.97593231910677503 55.48025702151083749);792;14.975932;55.480257
POINT(3.58943938530937601 54.82293535477951707);793;3.589439;54.822935
POINT(11.01026763544181009 56.72670451906146383);794;11.010268;56.726705
POINT(7.26236865277030752 56.89154884799171441);795;7.262369;56.891549
POINT(5.77819475377441272 54.28295904543024619);796;5.778195;54.282959
POINT(2.03726649411746052 57.29560897097524474);797;2.037266;57.295609
POINT(-1.8789145715114155 61.47850612266796588);798;-1.878915;61.478506
POINT(-2.96282654005466295 63.55606398766092013);799;-2.962827;63.556064
POINT(0.77664585129594244 57.26709183129466396);800;0.776646;57.267092
POINT(7.83554165484454579 57.76558801859223991);801;7.835542;57.765588
POINT(0.66165866902028547 55.23552700962954987);802;0.661659;55.235527
POINT(1.38981139037024715 56.75164090353587909);803;1.389811;56.751641
POINT(0.03304558475708408 65.00304481256910094);804;0.033046;65.003045
POINT(2.94261655483301432 56.88243350273113208);805;2.942617;56.882434
POINT(4.12525671974049502 56.80049800511512359);806;4.125257;56.800498
POINT(-2.28254187842888534 58.96720727194109912);807;-2.282542;58.967207
POINT(3.99879729752660218 56.25965030253934884);808;3.998797;56.25965
